text,greeting,track_order,find_by_email,check_return,return_order
Track and return this item.,0,1,0,0,1
Track my order and also I want to return it!,0,1,0,0,1
"I want to return my order, but also need the tracking info please",0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
Track and return this item.,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
"I want to return my order, but also need the tracking info!",0,1,0,0,1
Where is my order and how can I return it.,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Track my order and also I want to return it now,0,1,0,0,1
Track my order and also I want to return it now,0,1,0,0,1
Track my order and also I want to return it!,0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
Give me shipping status and help me return it asap,0,1,0,0,1
Track my order and also I want to return it please,0,1,0,0,1
"I want to return my order, but also need the tracking info",0,1,0,0,1
Track and return this item now,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
"I want to return my order, but also need the tracking info please",0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Give me shipping status and help me return it,0,1,0,0,1
Track my order and also I want to return it now,0,1,0,0,1
Track and return this item.,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
"I want to return my order, but also need the tracking info.",0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Track my order and also I want to return it please,0,1,0,0,1
Track and return this item,0,1,0,0,1
Track my order and also I want to return it asap,0,1,0,0,1
Track my order and also I want to return it please,0,1,0,0,1
Where is my order and how can I return it.,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Where is my order and how can I return it.,0,1,0,0,1
"I want to return my order, but also need the tracking info",0,1,0,0,1
Track my order and also I want to return it,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Give me shipping status and help me return it asap,0,1,0,0,1
Track my order and also I want to return it asap,0,1,0,0,1
Track and return this item asap,0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
Track and return this item please,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Track and return this item,0,1,0,0,1
Where is my order and how can I return it!,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Where is my order and how can I return it asap,0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Where is my order and how can I return it.,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Track and return this item please,0,1,0,0,1
Track and return this item!,0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Give me shipping status and help me return it!,0,1,0,0,1
Track and return this item please,0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
"I want to return my order, but also need the tracking info please",0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Track and return this item,0,1,0,0,1
"I want to return my order, but also need the tracking info now",0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
Give me shipping status and help me return it!,0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Where is my order and how can I return it!,0,1,0,0,1
Track my order and also I want to return it please,0,1,0,0,1
Track my order and also I want to return it now,0,1,0,0,1
Give me shipping status and help me return it,0,1,0,0,1
Track my order and also I want to return it asap,0,1,0,0,1
Give me shipping status and help me return it asap,0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
Where is my order and how can I return it asap,0,1,0,0,1
Give me shipping status and help me return it,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
Track and return this item,0,1,0,0,1
Give me shipping status and help me return it asap,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
Track my order and also I want to return it please,0,1,0,0,1
Track and return this item,0,1,0,0,1
"I want to return my order, but also need the tracking info please",0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Where is my order and how can I return it asap,0,1,0,0,1
Where is my order and how can I return it asap,0,1,0,0,1
"I want to return my order, but also need the tracking info",0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Track and return this item,0,1,0,0,1
Track my order and also I want to return it asap,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
"I want to return my order, but also need the tracking info!",0,1,0,0,1
"I want to return my order, but also need the tracking info",0,1,0,0,1
Where is my order and how can I return it now,0,1,0,0,1
"I want to return my order, but also need the tracking info.",0,1,0,0,1
Track and return this item.,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Give me shipping status and help me return it!,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
"I want to return my order, but also need the tracking info now",0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
Give me shipping status and help me return it!,0,1,0,0,1
Track and return this item asap,0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
Track and return this item!,0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Track and return this item,0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
"I want to return my order, but also need the tracking info now",0,1,0,0,1
"I want to return my order, but also need the tracking info asap",0,1,0,0,1
Track my order and also I want to return it asap,0,1,0,0,1
Give me shipping status and help me return it please,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Where is my order and how can I return it asap,0,1,0,0,1
Where is my order and how can I return it,0,1,0,0,1
Where is my order and how can I return it!,0,1,0,0,1
Where is my order and how can I return it!,0,1,0,0,1
Where is my order and how can I return it please,0,1,0,0,1
Track my order and also I want to return it!,0,1,0,0,1
Track my order and also I want to return it!,0,1,0,0,1
"I want to return my order, but also need the tracking info.",0,1,0,0,1
Track and return this item please,0,1,0,0,1
Track and return this item please,0,1,0,0,1
Track my order and also I want to return it!,0,1,0,0,1
Track my order and also I want to return it.,0,1,0,0,1
"I want to return my order, but also need the tracking info",0,1,0,0,1
Give me shipping status and help me return it!,0,1,0,0,1
Give me shipping status and help me return it,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Give me shipping status and help me return it now,0,1,0,0,1
Give me shipping status and help me return it.,0,1,0,0,1
"I want to return my order, but also need the tracking info please",0,1,0,0,1
Give me shipping status and help me return it asap,0,1,0,0,1
Track and return this item!,0,1,0,0,1
Return the item linked to my email please,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it!,0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return now,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Use email to find the order and initiate return asap,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Use email to find the order and initiate return!,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
"I’ll give my email, can you start a return!",0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Return the item linked to my email,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Search my order with email and return it asap,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
"I’ll give my email, can you start a return asap",0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Use email to find the order and initiate return please,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Search my order with email and return it please,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return please",0,0,1,0,1
Return the item linked to my email.,0,0,1,0,1
Find my order using email and help me return it now,0,0,1,0,1
"I’ll give my email, can you start a return.",0,0,1,0,1
Search my order with email and return it!,0,0,1,0,1
Find my order using email and help me return it please,0,0,1,0,1
Find my order using email and help me return it,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Find my order using email and help me return it asap,0,0,1,0,1
Return the item linked to my email asap,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
"I’ll give my email, can you start a return",0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Return the item linked to my email now,0,0,1,0,1
Search my order with email and return it,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
Return the item linked to my email please,0,0,1,0,1
Use email to find the order and initiate return,0,0,1,0,1
Use email to find the order and initiate return.,0,0,1,0,1
"I’ll give my email, can you start a return now",0,0,1,0,1
Search my order with email and return it.,0,0,1,0,1
Return the item linked to my email!,0,0,1,0,1
Find my order using email and help me return it.,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
Search my order with email and return it now,0,0,1,0,1
